cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio
34546111069,CLINICA CIUDAD DE 25 DE MAYO SOCIEDAD ANONIMA,1987-02-24-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,BUENOS AIRES,25 DE MAYO,8 ENTRE 29 Y 30,1018,,, 6660,NO CONFIRMADO,BUENOS AIRES,25 DE MAYO,8 ENTRE 29 Y 30,1018,,, 6660,NO CONFIRMADO
34546143106,CLINICA CORDOBA S A,1901-01-01-12:00,SOCIEDAD ANONIMA,,,SALTA,SALTA,ZUVIRIA,631,,, 4400,NO CONFIRMADO,SALTA,SALTA,ZUVIRIA,631,,, 4400,NO CONFIRMADO
34546146008,C A M I COOPERATIVA ARGENTINA DE MEDICINA INTEGRAL SOC COOP DE,1963-11-21-12:00,ASOCIACION CIVIL,,,SANTA FE,ROSARIO,AV PELLEGRINI,1353,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,AV PELLEGRINI,1353,,, 2000,NO CONFIRMADO
34546364552,EMPRESA LA ESTRELLA S A,2018-03-21-12:00,SOCIEDAD ANONIMA,2021-02-01-07:38,,CHACO,RESISTENCIA,AMEGHINO,768,,, 3500,DECLARADO,CHACO,RESISTENCIA,AMEGHINO,768,,, 3500,DECLARADO
34546404899,ALETRANS S R L,1989-11-14-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,SALTA,SALTA,CORRIENTES,870,,, 4400,INEXISTENTE - DESCONOCIDO,SALTA,SALTA,CORRIENTES,870,,, 4400,NO CONFIRMADO
34546697853,INDUSTRIAS MECANICAS DEL ESTADO S A EN LIQUIDACION,1972-02-11-00:00,SOCIEDAD ANONIMA,2018-11-13-12:55,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN JOSE,317,08,001, 1076,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN JOSE,317,08,001, 1076,NO CONFIRMADO
34546790527,FAUSTINO ARIAS E HIJOS SA,1986-11-06-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,BUENOS AIRES,GREGORIO DE LAFERRERE,CARLOS CASARES,6690,,, 1757,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARAGUAY,2574,10,A, 1425,CONFIRMADO
34546818138,VILMAX SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL FINANCIERA INMOBILIARIA Y AGROPECUARIA,1971-10-13-00:00,SOCIEDAD ANONIMA,2021-04-22-17:34,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTIAGO DEL ESTERO,366,7,71, 1075,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTIAGO DEL ESTERO,366,7,71, 1075,DECLARADO
34547485418,PANOKAS SRL,1990-12-07-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,BUENOS AIRES,JOSE MARMOL,BARTOLOME MITRE,1964,PB,, 1846,NO CONFIRMADO,BUENOS AIRES,JOSE MARMOL,BARTOLOME MITRE,1964,PB,, 1846,NO CONFIRMADO
34548104736,ENRIQUE BRADFORD S A,1984-12-10-00:00,SOCIEDAD ANONIMA,2021-05-01-08:38,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FLORIDA,439,04,007, 1005,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FLORIDA,439,04,007, 1005,NO CONFIRMADO
34548203440,AVE SANTORINI SRL,1984-07-23-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-07-14:11,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ECHEVERRIA,2447,01,035, 1428,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ECHEVERRIA,2447,01,035, 1428,NO CONFIRMADO
34548560626,ROVERANO Y CIA S C A,1967-07-26-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,,,BUENOS AIRES,QUILMES,F AMOEDO,1402,,, 1878,NO CONFIRMADO,BUENOS AIRES,QUILMES,F AMOEDO,1402,,, 1878,NO CONFIRMADO
34549592734,SINDICATO DE OBREROS Y EMPLEADOS TELEFONICOS DE BAHIA BLANCA,1957-12-30-00:00,ASOCIACION CIVIL,2020-08-28-14:50,,BUENOS AIRES,BAHIA BLANCA,DONADO,440,,, 8000,NO CONFIRMADO,BUENOS AIRES,BAHIA BLANCA,DONADO,440,,, 8000,NO CONFIRMADO
34550071799,INMUNOLAB SA,1985-12-03-00:00,SOCIEDAD ANONIMA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ECHEVERRIA,2635,08,A, 1428,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ECHEVERRIA,2635,08,A, 1428,NO CONFIRMADO
34550112193,EXIMTEC S R L,1988-11-03-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-13:02,,CORDOBA,CORDOBA,SANTA ROSA,1983,,, 5000,NO CONFIRMADO,CORDOBA,CORDOBA,SANTA ROSA,1983,,, 5000,NO CONFIRMADO
34550775893,GARAGE CONSTITUCION SRL,1987-09-02-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,BUENOS AIRES,HAEDO,CONSTITUCION,267,,, 1706,NO CONFIRMADO,BUENOS AIRES,HAEDO,CONSTITUCION,267,,, 1706,NO CONFIRMADO
34550854610,EMPRESA DE HORMIGON ARMADO GARAGLIA HNOS SRL,1971-11-23-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,IBERA,4588,,, 1430,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,IBERA,4588,,, 1430,NO CONFIRMADO
34550920362,CIA DE TIERRAS DE SANTA FE  S A,1973-10-09-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,540,15,F, 1049,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,540,15,F, 1049,NO CONFIRMADO
34550974829,INDUSTRIAS METALURGICAS DOBLE A S C A,1963-10-24-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2021-04-26-12:50,,BUENOS AIRES,LANUS,DEL VALLE IBERLUCEO,4975,,, 1824,NO CONFIRMADO,BUENOS AIRES,LANUS,DEL VALLE IBERLUCEO,4975,,, 1824,NO CONFIRMADO
34551313001,LA MADRUGADA SOCIEDAD ANONIMA,1977-12-15-00:00,SOCIEDAD ANONIMA,2020-11-20-17:01,,BUENOS AIRES,ADOLFO GONZALES CHAVES,ITALIA,301,,, 7513,NO CONFIRMADO,BUENOS AIRES,A.GONZ. CHAVEZ,ITALIA,301,,, 7513,NO CONFIRMADO
34551368620,VIDAL CONSTRUCCIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA,1975-05-22-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AGUILAR,2468,07,B, 1426,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AGUILAR,2468,07,B, 1426,NO CONFIRMADO
34551369309,GIOVANARDI HERMANOS S A,1986-09-24-00:00,SOCIEDAD ANONIMA,2021-04-22-17:34,,BUENOS AIRES,JOSE CLEMENTE PAZ,GASPAR CAMPOS,5967,,, 1665,NO CONFIRMADO,BUENOS AIRES,JOSE C PAZ,GASPAR CAMPOS,5967,,, 1665,NO CONFIRMADO
34551421513,BEASILCA SA,1985-03-07-00:00,SOCIEDAD ANONIMA,2018-11-13-14:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ECHEVERRIA,2109,22,00C, 1428,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ECHEVERRIA,2109,22,00C, 1428,NO CONFIRMADO
34551554890,TALLERES VERSAILLES SOCIEDAD DE RESOPONSABILIDAD LIMITADA,1973-10-17-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-14:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LASCANO,5715,,, 1408,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LASCANO,5715,,, 1408,NO CONFIRMADO
34551695745,MORANO S.A.,1981-12-29-00:00,SOCIEDAD ANONIMA,2018-11-13-14:54,,SANTA FE,ROSARIO SUD,SARMIENTO,1555,,, 2000,INEXISTENTE - DESCONOCIDO,SANTA FE,ROSARIO,SARMIENTO,1555,,, 2000,NO CONFIRMADO
34551785035,MATERPLAS SA,1979-01-29-00:00,SOCIEDAD ANONIMA,2021-04-26-12:48,,SANTA FE,SANTA FE,DIQUE N 2,0,,, 3000,NO CONFIRMADO,SANTA FE,SANTA FE,DIQUE N 2,0,,, 3000,NO CONFIRMADO
34552518596,INDUSTRIAS QUIMICAS CAR LA SA,1973-09-10-12:00,SOCIEDAD ANONIMA,2018-11-13-16:11,,BUENOS AIRES,VICTORIA,TUCUMAN,3275,,, 1644,NO CONFIRMADO,BUENOS AIRES,VICTORIA,TUCUMAN,3275,,, 1644,NO CONFIRMADO
34553742910,A P U L  ASOC DEL PERSONAL NO DOCENTE DELA UNIVERSIDAD NACIONAL DEL LITORAL,1962-04-01-12:00,ASOCIACION CIVIL,2021-03-03-14:20,,SANTA FE,SANTA FE,1RO DE MAYO,3164,,, 3000,DECLARADO,SANTA FE,SANTA FE,1RO DE MAYO,3164,,, 3000,DECLARADO POR INTERNET
34554120123,YANIK S A,1987-07-30-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LARREA,269,,, 1030,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LARREA,269,,, 1030,NO CONFIRMADO
34554394282,OMEDAR SA,1976-11-12-00:00,SOCIEDAD ANONIMA,2021-04-26-12:49,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,1537,02,A, 1048,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,1537,02,A, 1048,NO CONFIRMADO
34554421832,LERCA S C A,1968-11-04-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2021-06-07-14:18,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRI DANIEL GRAL.,1435,,, 1291,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRI DANIEL GRAL.,1435,,, 1291,DECLARADO
34554461540,BER VAR SA,1991-11-08-00:00,SOCIEDAD ANONIMA,2020-04-29-16:03,,BUENOS AIRES,RANELAGH,255,1370,,, 1886,CONFIRMADO,BUENOS AIRES,RANELAGH,255,1370,,, 1886,CONFIRMADO
34556969932,D M C SOCIEDAD DE RESPONSABILIDAD LIMITADA,1991-08-29-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-14:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,REMEDIOS,5349,,, 1440,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,REMEDIOS,5349,,, 1440,NO CONFIRMADO
34557319680,T H JEFFREY E HIJOS S C A,1960-07-30-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,,,BUENOS AIRES,MUNRO,BELGRANO,3346,,, 1605,NO CONFIRMADO,BUENOS AIRES,MUNRO,BELGRANO,3346,,, 1605,NO CONFIRMADO
34557619099,PUMA SPORTS ARGENTINA SA,1975-04-14-12:00,SOCIEDAD ANONIMA,2021-06-01-16:50,,LA RIOJA,LA RIOJA,RUTA 05 KM 4 5,0,,, 5300,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALEM LEANDRO N. AV.,1050,13,, 1001,DECLARADO POR INTERNET
34557934725,ARMON S A,1967-04-11-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,2438,7,B, 1046,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV CORRIENTES,2438,7,B, 1046,NO CONFIRMADO
34558225477,SAN MARCUS S R L,1989-07-31-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-12:55,,BUENOS AIRES,J.M. GUTIERREZ,461 ESQ 409,896,,, 1890,NO CONFIRMADO,BUENOS AIRES,J.M. GUTIERREZ,461 ESQ 409,896,,, 1890,NO CONFIRMADO
34559102719,SICE S A,1976-12-22-00:00,SOCIEDAD ANONIMA,2021-04-26-12:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GUIDO,1953,02,006, 1119,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GUIDO,1953,02,006, 1119,NO CONFIRMADO
34559512232,FEGO S R L,1988-05-30-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-04-14:32,,BUENOS AIRES,CASEROS,SANTIAGO ZANELLA,3471,,, 1678,NO CONFIRMADO,BUENOS AIRES,CASEROS,SANTIAGO ZANELLA,3471,,, 1678,NO CONFIRMADO
34559690378,EL ALISO DE ARRIBA S R L,1975-11-04-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2020-12-02-06:31,,JUJUY,SAN SALVADOR DE JUJUY,SAN MARTIN,626,PB,B, 4600,DECLARADO POR INTERNET,JUJUY,SAN SALVADOR DE JUJUY,SAN MARTIN,626,pb,b, 4600,CONFIRMADO
34559695493,HUINCUL MULTICOLOR SOCIEDAD ANONIMA,1973-08-20-00:00,SOCIEDAD ANONIMA,2021-04-26-12:51,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ERCILL,6148,,, 1408,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ERCILL,6148,,, 1408,NO CONFIRMADO
34559885241,GANADERA BONAERENSE SRL,1973-12-31-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-16:10,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE LA TORRE LISANDRO,2406,,049, 1440,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE LA TORRE LISANDRO,2406,,049, 1440,NO CONFIRMADO
34560268019,ASOCIACION COOPERADORA DE LA E.E.A. MENDOZA I.N.T.A.,1985-04-30-12:00,ASOCIACION CIVIL,2021-04-23-14:28,,MENDOZA,MAYOR DRUMOND,SAN MARTIN,3853,,, 5507,CONFIRMADO,MENDOZA,MAYOR DRUMOND,SAN MARTIN,3853,,, 5507,DECLARADO POR INTERNET
34560602652,JUAN CARLOS GASTON Y CIA S A,1977-10-27-00:00,SOCIEDAD ANONIMA,2018-11-13-14:54,,BUENOS AIRES,LOMAS DE ZAMORA,SAN MARTIN,207,,, 1832,NO CONFIRMADO,BUENOS AIRES,LOMAS DE ZAMORA,SAN MARTIN,207,,, 1832,NO CONFIRMADO
34561035867,DEL PROFESIONAL SOC COM ACC,1966-11-09-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2018-11-13-16:14,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIAMONTE,1301,,, 1053,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIAMONTE,1301,,, 1053,NO CONFIRMADO
34561283925,CARBOQUIM SA,1976-03-31-00:00,SOCIEDAD ANONIMA,2021-06-07-14:14,,CHACO,PRESIDENCIA DE LA PLAZA,RUTA NACIONAL 16 KM 117,0,,, 3536,DECLARADO POR INTERNET,CHACO,PRESIDENCIA DE LA PLAZA,RUTA NAC 16-KM 117,0,,, 3536,DECLARADO POR INTERNET
34562816609,FRANCISCO ACU#A DE FIGUEROA 1264 S R L,1988-08-29-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ACUÑA DE FIGUEROA FC.,1264,,, 1180,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,F ACU#A DE FIGUEROA,1264,,, 1180,NO CONFIRMADO
34564380972,TALLERES METALURGICOS HANNE SOC ANONIMA,1967-06-26-12:00,SOCIEDAD ANONIMA,,,SALTA,SALTA,AVENIDA CHILE,1301,,, 4400,NO CONFIRMADO,SALTA,SALTA,AVENIDA CHILE,1301,,, 4400,NO CONFIRMADO
34564475760,DIAZ CARERI GIGLIO S R L,1986-08-13-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,BUENOS AIRES,QUILMES,815Y 882 BIS,0,,, 1878,NO CONFIRMADO,BUENOS AIRES,QUILMES,815Y 882 BIS,0,,, 1878,NO CONFIRMADO
34565130287,FEIRAL S R L,1976-12-22-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,BUENOS AIRES,TOLOSA,529 E 115 Y 115 BIS,483,,, 1900,NO NOTIFICADO,BUENOS AIRES,TOLOSA,529 E 115 Y 115 BIS,483,,, 1900,NO CONFIRMADO
34565596006,TREMAY S R L,1988-08-29-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-16:11,,MENDOZA,GODOY CRUZ,PERITO MORENO,704,,, 5501,NO NOTIFICADO,MENDOZA,GODOY CRUZ,PERITO MORENO,704,,, 5501,NO CONFIRMADO
34567191291,COOPER  TAMBEROS ZONA SAN JORGE LTDA,1974-05-15-12:00,COOPERATIVA,,,SANTA FE,SAN JORGE,CORRIENTES,1803,,, 2451,NO CONFIRMADO,SANTA FE,SAN JORGE,CORRIENTES,1803,,, 2451,NO CONFIRMADO
34567384944,CONSORCIO PROPIETARIOS EDIFICIO MARBELLAII CALLE BUENOS AIRES 2831 MAR DEL PLATA,1982-03-02-12:00,ASOCIACION CIVIL,2018-11-13-17:12,,BUENOS AIRES,MAR DEL PLATA,BUENOS AIRES,2831,,, 7600,NO CONFIRMADO,BUENOS AIRES,MAR DEL PLATA,BUENOS AIRES,2831,,, 7600,NO CONFIRMADO
34568261048,MINTOS SOCIEDAD ANONIMA,1978-07-24-00:00,SOCIEDAD ANONIMA,2019-07-24-04:41,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CALLAO AV.,420,14º,"B", 1022,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MANUEL UGARTE,2175,PB,, 1428,NO CONFIRMADO
34568403136,GAPRICU SRL,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2019-07-24-05:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PELLEGRINI CARLOS,491,,, 1009,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PELLEGRINI CARLOS,491,,, 1009,DECLARADO POR INTERNET
34568449950,GOLDSMAN S A,1977-01-01-00:00,SOCIEDAD ANONIMA,2021-04-26-12:55,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,2420,,, 1052,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,2420,,, 1052,NO CONFIRMADO
34568622121,TRANSFUEL OIL S R L,1990-11-01-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,SANTA FE,SANTA FE,SAN LORENZO,4929,,, 3000,NO CONFIRMADO,SANTA FE,SANTA FE,SAN LORENZO,4929,,, 3000,NO CONFIRMADO
34568871032,TOPOLI S A,1976-06-24-00:00,SOCIEDAD ANONIMA,2020-12-02-09:59,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SOLIS,470,,, 1078,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SOLIS,470,,, 1078,NO CONFIRMADO
34569707953,CONFECCIONES MORENO SR,1979-08-06-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:24,,BUENOS AIRES,EZPELETA,PADRE BRUZZONE,1092,,, 1882,NO CONFIRMADO,BUENOS AIRES,EZPELETA,PADRE BRUZZONE,1092,,, 1882,NO CONFIRMADO
34570296878,DOLOMIT S R L,1986-11-06-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2019-07-24-05:06,,BUENOS AIRES,EL PALOMAR,DINAMARCA,808,,, 1684,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CURAPALIGUE AV.,1310,,, 1406,DECLARADO POR INTERNET
34570312199,GUILLERMO SEGUI Y CIA SRL,1985-10-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CORRIENTES,GOYA,AGUSTIN P JUSTO,567,,, 3450,NO CONFIRMADO,CORRIENTES,GOYA,AGUSTIN P JUSTO,567,,, 3450,NO CONFIRMADO
34570501641,DISTRIBUIDORA OCAMPO S R L,1989-03-09-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:59,,MISIONES,POSADAS,COMANDANTE ESPORA,2112,,, 3300,NO CONFIRMADO,MISIONES,POSADAS,COMANDANTE ESPORA,2112,,, 3300,NO CONFIRMADO
34570925840,LABORATORIO UNIVERSAL S A,1987-12-16-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BEAUCHEF,1454,,, 1424,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BEAUCHEF,1454,,, 1424,NO CONFIRMADO
34571123098,CONSORCIO DE PROPIETARIOS DEL EDIFICIO FALUCHO I CALLE FALUCHO 2718 MAR DEL PLAT,1992-01-02-00:00,ASOCIACION CIVIL,2019-07-24-05:33,,BUENOS AIRES,MAR DEL PLATA SUR,FALUCHO,2718,,, 7600,NO CONFIRMADO,BUENOS AIRES,MAR DEL PLATA,FALUCHO,2718,,, 7600,NO CONFIRMADO
34571475504,SUMIAGRO MENDOZA S A,1985-03-31-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALVEAR MARCELO T. DE,636,09,, 1058,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALVEAR MARCELO T. DE,636,09,, 1058,NO CONFIRMADO
34571951152,COOPERATIVA DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS DE GENERAL ROJO LTDA,1968-11-16-00:00,COOPERATIVA,2021-04-13-11:05,,BUENOS AIRES,GENERAL ROJO,AVENIDA SAN MARTIN,268,0,0, 2905,CONFIRMADO,BUENOS AIRES,GENERAL ROJO,AVENIDA SAN MARTIN,268,0,0, 2905,DECLARADO POR INTERNET
34572978119,PANADERIA SAN NICOLAS S R L,1988-08-10-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-14:54,,LA RIOJA,LA RIOJA,RUTA  PROV N 5 Y POT,0,,, 5300,INEXISTENTE - DESCONOCIDO,LA RIOJA,LA RIOJA,RUTA  PROV N 5 Y POT,0,,, 5300,NO CONFIRMADO
34572992138,AMERICAN CAR S A,1991-04-09-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,BUENOS AIRES,MARTINEZ,HIPOLITO IRIGOYEN,3200,,, 1640,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,MARTINEZ,HIPOLITO IRIGOYEN,3200,,, 1640,NO CONFIRMADO
34573391081,ROVIAL SOCIEDAD DE RESPONSABILIDAD LIMITADA,1979-09-03-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,SANTA FE,ROSARIO NORTE,ITALIA,63,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,ITALIA,63,,, 2000,NO CONFIRMADO
34573449829,CONDUMINER SRL,1979-10-16-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LIBERTAD,445,02,, 1012,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LIBERTAD,445,02,, 1012,NO CONFIRMADO
34574173363,DEWO ELECTRONICA S A,1987-07-15-00:00,SOCIEDAD ANONIMA,2018-11-13-13:24,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN JOSE,290,01,A, 1076,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN JOSE,290,01,A, 1076,CONFIRMADO
34574405361,ASERRADERO RUTA 26 SA,1986-10-20-00:00,SOCIEDAD ANONIMA,2020-10-30-21:52,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,5443,3,301, 1414,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TRIUNVIRATO AV.,3565,,, 1427,DECLARADO POR INTERNET
34574565040,S A R  S R L,1972-07-20-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-12:27,,BUENOS AIRES,LA PLATA NOROESTE CALLE 50,11,187,,, 1900,CONFIRMADO,BUENOS AIRES,LA PLATA,11,187,,, 1900,CONFIRMADO
34574753432,ESTABLECIMIENTOS METALURGICOS TAMEL SRL,1983-10-13-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-14-15:01,,BUENOS AIRES,LANUS,JUAN FARREL,1043,,, 1824,DECLARADO,BUENOS AIRES,LANUS,JUAN FARREL,1043,,, 1824,DECLARADO
34574848158,A O A  S R L,1988-07-06-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-16-13:06,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARIAS,3343,PB,, 1429,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARIAS,3343,,, 1429,DECLARADO
34574913987,CASA SANTA ROSA SRL,1982-11-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,FORMOSA,CLORINDA,AV 25 DE MAYO,1121,,, 3610,NO CONFIRMADO,FORMOSA,CLORINDA,AV 25 DE MAYO,1121,,, 3610,NO CONFIRMADO
34575379844,MOGRAN S A,1988-06-27-00:00,SOCIEDAD ANONIMA,2021-05-07-08:47,,BUENOS AIRES,MORON,CORDOBA,393,,, 1708,DECLARADO POR INTERNET,BUENOS AIRES,MORON,CORDOBA,393,,, 1708,DECLARADO POR INTERNET
